171	1115	5	20.84
1217	45	3	11.08
104	2480	7	20.51
2163	155	3	11.16
2265	788	3	28.55
320	155	7	9.72
468	12	28	8.91
955	109	7	10.47
1244	111	6	9.4
2248	121	4	11.38
1	85	13	13.31
198	139	17	11.25
1757	12	8	6.69
131	151	29	8.47
1645	130	4	10.43
101	181	81	12.21
198	186	12	19.46
255	817	3	11.08
8	1450	4	9.62
341	1	4	8.58
131	319	20	44.47
106	4568	3	8.24
917	297	5	28.74
326	978	4	22.93
754	174	3	7.98
103	5539	3	7.3
254	4785	3	27.97
125	3500	3	10.44
782	145	10	36.05
114	3613	3	6.74
218	604	3	7.76
1614	252	3	15.76
299	105	21	9.04
243	119	21	11.73
140	1976	3	8.28
714	103	14	9.62
128	1123	6	15.25
1090	127	4	6.94
110	1771	7	20.91
1869	145	3	8.25
764	123	9	20.23
2155	132	3	7.85
169	1811	5	28.84
5145	103	3	7.3
1142	154	4	11.42
987	2	4	7.13
2183	164	3	12.27
266	390	3	6.82
114	2201	5	11.79
124	1102	5	10.09
3471	107	4	11.81
212	104	43	7.02
2130	111	4	6.97
216	9	18	13.35
9	3031	3	10.97
112	366	14	8.21
191	238	8	12.82
185	447	6	19.56
3003	45	5	40.48
16	1860	4	8.23
5505	5350	3	54.67
1406	102	8	7.18
134	569	6	8.02
5589	126	3	17.05
457	159	7	14.99
4295	137	3	13.95
485	179	4	7.94
1158	111	9	21.4
109	2417	4	7.84
388	169	6	15
496	120	10	10.01
552	102	19	8.23
813	168	4	11.49
606	358	3	12.47
12	3245	5	7.28
600	259	3	9.34
6392	106	3	12.47
276	534	4	15.69
418	101	30	21.06
111	1158	9	21.4
3905	271	3	24.38
101	3997	4	8.57
146	1624	3	8.14
114	4557	4	17.31
158	690	4	8.51
130	2591	4	15.8
324	308	3	7
2	396	8	10.04
9	1134	4	7.67
2419	125	3	7.85
603	174	19	122.63
2116	119	5	13.87
745	152	5	11.85
1686	145	3	7.58
324	108	16	8.63
137	2910	3	10.32
265	221	7	14.93
159	376	6	9.28
417	266	3	7.3
5413	115	3	13.21
759	178	3	7.19
866	116	8	13.94
422	107	14	11.01
478	153	5	7.51
3395	3692	4	65.59
3482	12	5	7.28
1561	114	7	16.87
104	4398	4	11.71
2863	120	3	6.66
1037	173	3	8.9
106	857	16	47.69
514	223	3	6.74
172	272	6	7.9
251	1328	4	22.04
2882	114	5	16.48
877	45	4	13.33
1	517	3	7.4
114	1886	7	21.27
105	4946	3	11.2
8	1246	4	8.22
1383	116	5	8.59
101	4326	4	8.57
511	191	4	9.12
3860	140	3	13.99
121	102	330	31.44
105	687	15	29.06
325	458	3	10.06
111	1020	13	40.8
242	130	17	16.78
110	12	643	20.32
270	159	8	10.41
386	104	28	27.45
1398	150	3	7.65
1077	323	3	15.97
406	249	3	6.67
121	5031	3	15.34
143	231	14	11.14
107	649	11	18.01
740	233	3	9.71
239	614	3	8.82
143	158	24	9.8
433	124	30	119.92
3692	2265	4	61.03
1861	108	5	9.45
354	441	3	10.93
217	4618	3	21.75
130	304	12	12.67
130	112	92	11.15
132	3082	3	11.4
756	127	5	7.21
12	125	379	59.18
104	2732	4	7.24
101	1755	7	9.81
818	210	6	29.06
102	964	11	7.03
322	180	6	11.53
5925	103	3	7.3
114	106	178	9.77
250	101	52	14.64
225	487	3	6.81
280	473	3	8.7
170	457	5	11.33
102	1084	11	10.1
45	217	7	6.64
3231	16	3	8.4
1570	185	4	20.53
103	6310	3	7.3
263	103	42	10.58
761	110	8	8.89
103	156	100	8.72
335	178	5	7.8
3606	1247	5	68.68
226	654	9	47.91
187	1336	4	17.87
559	226	7	29.87
166	286	6	7.4
920	4028	4	51.52
2110	410	3	22.22
460	319	5	21.67
149	242	12	13.74
102	2178	7	10.22
1523	85	3	7.45
174	204	7	6.81
3351	1761	3	37.36
107	5382	3	12.41
149	102	148	15.2
199	5221	3	25.55
130	3812	3	13.02
485	4641	4	45.24
1042	204	3	11
2246	497	3	24.31
139	12	294	42.51
2932	120	3	6.66
4673	515	3	34.19
3104	113	3	6.84
1959	8	4	12.62
2256	1616	5	63.77
168	1692	3	11.49
1224	384	3	18.4
124	384	10	11.91
2628	109	4	9.49
1163	169	3	10.42
156	813	5	14.26
886	12	18	19.72
239	3487	3	20.68
